antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,cosine,all_confidence,max_confidence,chi_square_score
"frozenset({'Prefix_Suffix_Has_PrefixSuffix', 'URL_of_Anchor_greater_than_%67_Anchor'})",frozenset({'Result_Phishing'}),0.29525101763907735,0.44305744007236547,0.2936227951153324,0.994485294117647,2.244596759181418,1.0,0.16280963506140197,100.99225086687605,0.7867846472457082,0.6602929210740438,0.9900982501982438,0.8286023857276679,0.8118280448085448,0.6627194773376888,0.994485294117647,5707.19420726182
"frozenset({'Prefix_Suffix_Has_PrefixSuffix', 'URL_of_Anchor_greater_than_%67_Anchor', 'SFH_Empty_or_Blank', 'Statistical_report_Dont Belong to Top Phishing IPs/Domains'})",frozenset({'Result_Phishing'}),0.19882406151062867,0.44305744007236547,0.19755766621438264,0.9936305732484076,2.242667616835677,1.0,0.10946718649669297,87.43998190863864,0.6916114445187495,0.44462540716612375,0.9885635840930886,0.7197634287230197,0.6656246543485508,0.44589628419763166,0.9936305732484076,3370.2287514255827
"frozenset({'Prefix_Suffix_Has_PrefixSuffix', 'Google_Index_Indexed by Google', 'URL_of_Anchor_greater_than_%67_Anchor', 'Statistical_report_Dont Belong to Top Phishing IPs/Domains'})",frozenset({'Result_Phishing'}),0.19665309814563545,0.44305744007236547,0.19538670284938942,0.9935602575896965,2.2425089113217833,1.0,0.10825808460268453,86.48522323447762,0.6897031532151452,0.43973941368078173,0.9884373311115956,0.7172782913101605,0.6619338503910621,0.4409963250306247,0.9935602575896965,3323.571818737233
"frozenset({'Prefix_Suffix_Has_PrefixSuffix', 'URL_of_Anchor_greater_than_%67_Anchor', 'SFH_Empty_or_Blank'})",frozenset({'Result_Phishing'}),0.2502939846223428,0.44305744007236547,0.24866576209859792,0.99349475966751,2.2423610796497186,1.0,0.1377711500063107,85.61444796220992,0.7390116676334393,0.5591944670463791,0.9883197284593671,0.7773721246275483,0.74672513468567,0.5612494895875867,0.99349475966751,4531.724143941057
"frozenset({'Prefix_Suffix_Has_PrefixSuffix', 'Google_Index_Indexed by Google', 'URL_of_Anchor_greater_than_%67_Anchor'})",frozenset({'Result_Phishing'}),0.24658525554047941,0.44305744007236547,0.24495703301673452,0.9933969185619956,2.2421402479997674,1.0,0.13570560093737966,84.34585657570778,0.7353155398562053,0.5508543531326282,0.9881440530620208,0.7731378222863061,0.7410991989993164,0.5528787260106166,0.9933969185619956,4441.019001993519
"frozenset({'Page_Rank_PageRank_Low', 'Prefix_Suffix_Has_PrefixSuffix', 'URL_of_Anchor_greater_than_%67_Anchor', 'Statistical_report_Dont Belong to Top Phishing IPs/Domains'})",frozenset({'Result_Phishing'}),0.1905924920850294,0.44305744007236547,0.18932609678878334,0.9933554817275747,2.24204672325405,1.0,0.10488267514857764,83.81985526910844,0.6844252858956168,0.4260993485342019,0.9880696525090691,0.7103363770418192,0.651519727200774,0.42731727235606365,0.9933554817275747,3194.6464410054896
"frozenset({'Prefix_Suffix_Has_PrefixSuffix', 'URL_of_Anchor_greater_than_%67_Anchor', 'Page_Rank_PageRank_Low'})",frozenset({'Result_Phishing'}),0.24097693351424695,0.44305744007236547,0.23934871099050203,0.9932432432432432,2.2417933960910683,1.0,0.13258208771119118,82.4274988692894,0.7297914756416213,0.5382424735557363,0.9878681263690196,0.7667318707028792,0.7325096311048866,0.5402204981625153,0.9932432432432432,4305.539372879991
"frozenset({'Prefix_Suffix_Has_PrefixSuffix', 'DNSRecord_Has_DNS_Record', 'URL_of_Anchor_greater_than_%67_Anchor'})",frozenset({'Result_Phishing'}),0.18218000904568069,0.44305744007236547,0.18091361374943465,0.9930486593843099,2.2413542118198335,1.0,0.10019740530929498,80.12016540673292,0.6772164583563764,0.40716612377850164,0.9875187476845129,0.7006892949841108,0.6367821371182156,0.4083299305839118,0.9930486593843099,3018.8589008826457
"frozenset({'having_IP_Address_no_IP', 'Prefix_Suffix_Has_PrefixSuffix', 'URL_of_Anchor_greater_than_%67_Anchor'})",frozenset({'Result_Phishing'}),0.1707824513794663,0.44305744007236547,0.16951605608322026,0.9925847457627119,2.2403071385068967,1.0,0.0938496203657507,75.10768236738461,0.6676566762663951,0.3815146579804561,0.9866857827524412,0.6875949453599186,0.6162532194924208,0.38260514495712533,0.9925847457627119,2786.3881779586623
"frozenset({'URL_of_Anchor_greater_than_%67_Anchor', 'SFH_Empty_or_Blank', 'Prefix_Suffix_Has_PrefixSuffix', 'Google_Index_Indexed by Google', 'Statistical_report_Dont Belong to Top Phishing IPs/Domains'})",frozenset({'Result_Phishing'}),0.16635006784260514,0.44305744007236547,0.1650836725463591,0.9923871669385537,2.239861194468295,1.0,0.09138103733215015,73.15838340763814,0.6640002497146118,0.37153908794788276,0.986331026556068,0.6824941142981866,0.6080826522578167,0.3726010616578195,0.9923871669385537,2697.700745367997
"frozenset({'Prefix_Suffix_Has_PrefixSuffix', 'URL_of_Anchor_greater_than_%67_Anchor', 'Google_Index_Indexed by Google', 'SFH_Empty_or_Blank'})",frozenset({'Result_Phishing'}),0.2084124830393487,0.44305744007236547,0.2067842605156038,0.9921875000000001,2.239410537464271,1.0,0.11444555930106469,71.28864767073823,0.6991695887174199,0.4650122050447519,0.9859725211141792,0.7294543053287057,0.680496033772718,0.4667211106574112,0.9921875000000001,3556.8334780601
"frozenset({'Page_Rank_PageRank_Low', 'URL_of_Anchor_greater_than_%67_Anchor', 'SFH_Empty_or_Blank', 'Prefix_Suffix_Has_PrefixSuffix', 'Statistical_report_Dont Belong to Top Phishing IPs/Domains'})",frozenset({'Result_Phishing'}),0.161284486657621,0.44305744007236547,0.16001809136137493,0.9921480650588894,2.2393215310792205,1.0,0.08855979957946379,70.93061316792574,0.6598616109772805,0.36013843648208466,0.9859017149952936,0.6766579443301797,0.5986083505496133,0.36116782360146993,0.9921480650588894,2597.4923888151143
"frozenset({'DNSRecord_Has_DNS_Record', 'Google_Index_Indexed by Google', 'Prefix_Suffix_Has_PrefixSuffix', 'URL_of_Anchor_greater_than_%67_Anchor'})",frozenset({'Result_Phishing'}),0.15992763455450024,0.44305744007236547,0.15866123925825418,0.9920814479638008,2.2391711733850177,1.0,0.08780411089570853,70.33388899657483,0.6587601334315729,0.35708469055374586,0.9857821028487604,0.6750933985429457,0.5960450262191826,0.35810534912209063,0.9920814479638008,2570.8562444492045
"frozenset({'Page_Rank_PageRank_Low', 'URL_of_Anchor_greater_than_%67_Anchor', 'Prefix_Suffix_Has_PrefixSuffix', 'SFH_Empty_or_Blank'})",frozenset({'Result_Phishing'}),0.20407055630936227,0.44305744007236547,0.20244233378561738,0.9920212765957448,2.23903536397835,1.0,0.11202735551304782,69.80346751093118,0.6952614954112201,0.4552481692432872,0.9856740641166085,0.7244712344595711,0.6732574132620497,0.4569211923233973,0.9920212765957448,3461.637248306124
"frozenset({'DNSRecord_Has_DNS_Record', 'URL_of_Anchor_greater_than_%67_Anchor', 'Prefix_Suffix_Has_PrefixSuffix', 'SFH_Empty_or_Blank'})",frozenset({'Result_Phishing'}),0.15811849841700587,0.44305744007236547,0.15685210312075984,0.9919908466819223,2.23896668233333,1.0,0.08679652598403485,69.53825676810821,0.6572960610937756,0.3530130293159609,0.9856194266799823,0.673006448249087,0.5926100175843243,0.3540220498162515,0.9919908466819223,2535.4750626949694
"frozenset({'Page_Rank_PageRank_Low', 'URL_of_Anchor_greater_than_%67_Anchor', 'Prefix_Suffix_Has_PrefixSuffix', 'Google_Index_Indexed by Google', 'Statistical_report_Dont Belong to Top Phishing IPs/Domains'})",frozenset({'Result_Phishing'}),0.15748530076888287,0.44305744007236547,0.1562189054726368,0.9919586444572084,2.2388940005051934,1.0,0.08644387126494904,69.25978548814268,0.6567848563139537,0.3515879478827361,0.9855616070284942,0.6722757697582081,0.5914030522648446,0.3525928950592078,0.9919586444572084,2523.127580003982
"frozenset({'Prefix_Suffix_Has_PrefixSuffix', 'URL_of_Anchor_greater_than_%67_Anchor', 'Google_Index_Indexed by Google', 'Page_Rank_PageRank_Low'})",frozenset({'Result_Phishing'}),0.19864314789687923,0.44305744007236547,0.19701492537313434,0.9918032786885247,2.238543333177142,1.0,0.10900460077802673,67.94699231117225,0.6904301457452336,0.44304312449145655,0.9852826451034011,0.7182372865472023,0.6640982214480189,0.44467129440587994,0.9918032786885247,3344.0935619186
"frozenset({'having_IP_Address_no_IP', 'Prefix_Suffix_Has_PrefixSuffix', 'URL_of_Anchor_greater_than_%67_Anchor', 'Page_Rank_PageRank_Low'})",frozenset({'Result_Phishing'}),0.15422885572139303,0.44305744007236547,0.152962460425147,0.9917888563049854,2.238510781227361,1.0,0.0846302184239364,67.82764747690145,0.6541656520680419,0.34425895765472314,0.9852567494642867,0.6685159063068413,0.585156489141798,0.3452429563086974,0.9917888563049854,2459.918558877701
"frozenset({'DNSRecord_Has_DNS_Record', 'Prefix_Suffix_Has_PrefixSuffix', 'URL_of_Anchor_greater_than_%67_Anchor', 'Statistical_report_Dont Belong to Top Phishing IPs/Domains'})",frozenset({'Result_Phishing'}),0.15260063319764813,0.44305744007236547,0.15133423790140207,0.9917012448132779,2.2383130382627168,1.0,0.08372339200343006,67.1115784712793,0.652862142645309,0.34059446254071657,0.9850994415154762,0.66663461587336,0.5820080736813366,0.3415679869334422,0.9917012448132779,2428.4964082605184
"frozenset({'Page_Rank_PageRank_Low', 'URL_of_Anchor_greater_than_%67_Anchor', 'SFH_Empty_or_Blank', 'Prefix_Suffix_Has_PrefixSuffix', 'Google_Index_Indexed by Google'})",frozenset({'Result_Phishing'}),0.16743554952510176,0.44305744007236547,0.16580732700135686,0.9902755267423016,2.2350951302850435,1.0,0.09162376105165551,57.27225991255908,0.663722490257207,0.37286411716842965,0.9825395400578437,0.6822549540612284,0.6087652660478524,0.3742343813801552,0.9902755267423016,2697.9817101877406
"frozenset({'Prefix_Suffix_Has_PrefixSuffix', 'URL_of_Anchor_greater_than_%67_Anchor', 'Domain_registeration_length_Domain_ShortTerm'})",frozenset({'Result_Phishing'}),0.1629127091813659,0.44305744007236547,0.161284486657621,0.9900055524708494,2.2344857865588486,1.0,0.08910479877247125,55.72519724609219,0.6599905987206452,0.36269324654190394,0.9820547965836025,0.6770158427932034,0.6003231571652841,0.36402613311555737,0.9900055524708494,2608.343470128127
frozenset({'URL_of_Anchor_greater_than_%67_Anchor'}),frozenset({'Result_Phishing'}),0.29687924016282224,0.44305744007236547,0.2936227951153324,0.9890310786106032,2.2322863564802407,1.0,0.16208823895816338,50.77459671340246,0.7851123598845521,0.657884069720308,0.9803051119116808,0.8258752779741461,0.8095987645047079,0.6627194773376888,0.9890310786106032,5638.733420372811
"frozenset({'SFH_Empty_or_Blank', 'URL_of_Anchor_greater_than_%67_Anchor'})",frozenset({'Result_Phishing'}),0.2515603799185889,0.44305744007236547,0.24866576209859792,0.9884933477166487,2.2310726743584217,1.0,0.13721006414823622,48.401789348710835,0.7372473238999689,0.557606490872211,0.979339606790247,0.7748714186521177,0.7448431961605704,0.5612494895875867,0.9884933477166487,4479.826858936122
"frozenset({'DNSRecord_Has_DNS_Record', 'URL_of_Anchor_greater_than_%67_Anchor'})",frozenset({'Result_Phishing'}),0.18308457711442785,0.44305744007236547,0.18091361374943465,0.9881422924901186,2.2302803273740834,1.0,0.09979662969638466,46.968822553897446,0.6752545676004872,0.4063388866314507,0.9787092810586749,0.6982361115370153,0.6352071108697679,0.4083299305839118,0.9881422924901186,2983.2606431568656
"frozenset({'URL_of_Anchor_greater_than_%67_Anchor', 'Statistical_report_Dont Belong to Top Phishing IPs/Domains'})",frozenset({'Result_Phishing'}),0.23645409317051108,0.44305744007236547,0.23364993215739485,0.9881407804131599,2.230276914550323,1.0,0.12888718694263562,46.96283392422047,0.7224518913661051,0.524041387705417,0.9787065660983405,0.757749442881141,0.7218753699752382,0.5273581053491221,0.9881407804131599,4122.169127637372
"frozenset({'having_IP_Address_no_IP', 'URL_of_Anchor_greater_than_%67_Anchor'})",frozenset({'Result_Phishing'}),0.17159656264133877,0.44305744007236547,0.16951605608322026,0.9878755930416446,2.2296783750664315,1.0,0.0934889223141314,45.93565374707462,0.6657442460977366,0.38081690713269667,0.9782304175857368,0.685240368999385,0.6147896261936311,0.38260514495712533,0.9878755930416446,2754.597422256866
"frozenset({'SFH_Empty_or_Blank', 'URL_of_Anchor_greater_than_%67_Anchor', 'Statistical_report_Dont Belong to Top Phishing IPs/Domains'})",frozenset({'Result_Phishing'}),0.2,0.44305744007236547,0.19755766621438264,0.9877883310719132,2.2294814209881584,1.0,0.10894617819990954,45.607407407407614,0.6893315018315017,0.4434517766497462,0.9780737372096802,0.7168423076347724,0.663664935339171,0.44589628419763166,0.9877883310719132,3323.4742880443273
"frozenset({'URL_of_Anchor_greater_than_%67_Anchor', 'Page_Rank_PageRank_Low'})",frozenset({'Result_Phishing'}),0.2423337856173677,0.44305744007236547,0.23934871099050203,0.9876819708846585,2.2292413613985094,1.0,0.13198092429182567,45.213609637761685,0.727783408810834,0.5366051510849725,0.9778827656537111,0.7639512345235868,0.730456053666095,0.5402204981625153,0.9876819708846585,4250.291814261849
"frozenset({'DNSRecord_Has_DNS_Record', 'SFH_Empty_or_Blank', 'URL_of_Anchor_greater_than_%67_Anchor'})",frozenset({'Result_Phishing'}),0.15884215287200362,0.44305744007236547,0.15685210312075984,0.9874715261958997,2.2287663785413785,1.0,0.08647590549370658,44.4541425105874,0.6554314418846491,0.3524390243902438,0.977504908574902,0.6707467880060756,0.5912585676665115,0.3540220498162515,0.9874715261958997,2507.4672933930665
"frozenset({'SFH_Empty_or_Blank', 'URL_of_Anchor_greater_than_%67_Anchor', 'Page_Rank_PageRank_Low'})",frozenset({'Result_Phishing'}),0.20506558118498416,0.44305744007236547,0.20244233378561738,0.9872077635641818,2.2281710547574582,1.0,0.11158650233884645,43.53754425365367,0.6933923218882845,0.4542317840470875,0.9770313182072486,0.7220644779437896,0.6716220279284029,0.4569211923233973,0.9872077635641818,3422.059538302614
"frozenset({'having_IP_Address_no_IP', 'URL_of_Anchor_greater_than_%67_Anchor', 'Page_Rank_PageRank_Low'})",frozenset({'Result_Phishing'}),0.15495251017639078,0.44305744007236547,0.152962460425147,0.9871570344424986,2.2280565569133977,1.0,0.08430959793360814,43.36557296163823,0.6522454248891045,0.3436991869918699,0.9769402331917852,0.6661999953755979,0.583788500153827,0.3452429563086974,0.9871570344424986,2431.9946218506493
"frozenset({'Google_Index_Indexed by Google', 'URL_of_Anchor_greater_than_%67_Anchor'})",frozenset({'Result_Phishing'}),0.24821347806422434,0.44305744007236547,0.24495703301673452,0.9868804664723032,2.2274323309210518,1.0,0.13498420483414103,42.45139956781748,0.7329907668060001,0.5488447507093637,0.9764436506173968,0.76987959624146,0.7386644806865766,0.5528787260106166,0.9868804664723032,4374.559376500651
"frozenset({'URL_of_Anchor_greater_than_%67_Anchor', 'Page_Rank_PageRank_Low', 'Statistical_report_Dont Belong to Top Phishing IPs/Domains'})",frozenset({'Result_Phishing'}),0.19185888738127543,0.44305744007236547,0.18932609678878334,0.9867986798679867,2.2272477349817463,1.0,0.10432158929050318,42.18839891451816,0.681830637607786,0.42488834754364585,0.9762968013546521,0.7070579761120253,0.6493659370845938,0.42731727235606365,0.9867986798679867,3144.615658204182
"frozenset({'SFH_Empty_or_Blank', 'URL_of_Anchor_greater_than_%67_Anchor', 'Page_Rank_PageRank_Low', 'Statistical_report_Dont Belong to Top Phishing IPs/Domains'})",frozenset({'Result_Phishing'}),0.16218905472636816,0.44305744007236547,0.16001809136137493,0.9866146123814835,2.2268322866225603,1.0,0.08815902396655347,41.60825041459359,0.6575846358974633,0.359406745225518,0.9759663049987495,0.6738912179914767,0.5969367238554085,0.36116782360146993,0.9866146123814835,2562.44339333378
"frozenset({'DNSRecord_Has_DNS_Record', 'Google_Index_Indexed by Google', 'URL_of_Anchor_greater_than_%67_Anchor'})",frozenset({'Result_Phishing'}),0.1608322026232474,0.44305744007236547,0.15866123925825418,0.9865016872890888,2.226577409755181,1.0,0.0874033352827982,41.26016131463881,0.6564601288924717,0.35635920357578216,0.975763546042046,0.6723035182055898,0.5943664956373218,0.35810534912209063,0.9865016872890888,2535.8437920526676
"frozenset({'SFH_Empty_or_Blank', 'Google_Index_Indexed by Google', 'URL_of_Anchor_greater_than_%67_Anchor'})",frozenset({'Result_Phishing'}),0.20967887833559476,0.44305744007236547,0.2067842605156038,0.9861949956859362,2.2258851934071098,1.0,0.11388447344299023,40.34352668475805,0.6968566522180035,0.46369168356997975,0.9752128759636226,0.7264580531716737,0.6784379291514597,0.4667211106574112,0.9861949956859362,3506.3807129258485
"frozenset({'DNSRecord_Has_DNS_Record', 'URL_of_Anchor_greater_than_%67_Anchor', 'Statistical_report_Dont Belong to Top Phishing IPs/Domains'})",frozenset({'Result_Phishing'}),0.1535052012663953,0.44305744007236547,0.15133423790140207,0.9858573954036535,2.2251232148198015,1.0,0.08332261639051974,39.380480174883054,0.6504312677863869,0.3399024786672084,0.9746067088171819,0.6637126911685478,0.5802907253708889,0.3415679869334422,0.9858573954036535,2393.683432279166
"frozenset({'Google_Index_Indexed by Google', 'URL_of_Anchor_greater_than_%67_Anchor', 'Statistical_report_Dont Belong to Top Phishing IPs/Domains'})",frozenset({'Result_Phishing'}),0.19819086386250565,0.44305744007236547,0.19538670284938942,0.985851209493382,2.2251092529500487,1.0,0.10757676606073698,39.36326286456279,0.6866769663390827,0.4382227632379793,0.9745956019082894,0.7134237672620034,0.6593608726741207,0.4409963250306247,0.985851209493382,3262.6511756025643
"frozenset({'URL_of_Anchor_greater_than_%67_Anchor', 'Google_Index_Indexed by Google', 'SFH_Empty_or_Blank', 'Statistical_report_Dont Belong to Top Phishing IPs/Domains'})",frozenset({'Result_Phishing'}),0.16752600633197648,0.44305744007236547,0.1650836725463591,0.9854211663066955,2.22413862668855,1.0,0.09086002903536672,38.202134110591956,0.6611470649088518,0.37055837563451777,0.9738234519279713,0.6790111139822574,0.6059446944614347,0.3726010616578195,0.9854211663066955,2652.0465205854093
"frozenset({'URL_of_Anchor_greater_than_%67_Anchor', 'Google_Index_Indexed by Google', 'Page_Rank_PageRank_Low'})",frozenset({'Result_Phishing'}),0.2,0.44305744007236547,0.19701492537313434,0.9850746268656716,2.2233564720293995,1.0,0.10840343735866123,37.315151515151406,0.6877869605142332,0.44169539647130407,0.9732012343673866,0.7148729606357758,0.6618416800223051,0.44467129440587994,0.9850746268656716,3290.4434415859323
"frozenset({'SFH_Empty_or_Blank', 'URL_of_Anchor_greater_than_%67_Anchor', 'Google_Index_Indexed by Google', 'Page_Rank_PageRank_Low'})",frozenset({'Result_Phishing'}),0.16843057440072365,0.44305744007236547,0.16580732700135686,0.9844253490870033,2.2218910237151532,1.0,0.09118290787745416,35.759553330526224,0.661319314269871,0.3720316622691293,0.97203544488498,0.6793298652335793,0.6069644236118934,0.3742343813801552,0.9844253490870033,2659.4739397303197
"frozenset({'URL_of_Anchor_greater_than_%67_Anchor', 'Google_Index_Indexed by Google', 'Page_Rank_PageRank_Low', 'Statistical_report_Dont Belong to Top Phishing IPs/Domains'})",frozenset({'Result_Phishing'}),0.1587516960651289,0.44305744007236547,0.1562189054726368,0.9840455840455841,2.2210338774242406,1.0,0.08588278540687458,34.908364024035706,0.653504118646917,0.35058871295168487,0.9713535701841696,0.6683192395523959,0.5890394565297484,0.3525928950592078,0.9840455840455841,2474.3320069584925
"frozenset({'URL_of_Anchor_greater_than_%67_Anchor', 'Domain_registeration_length_Domain_ShortTerm'})",frozenset({'Result_Phishing'}),0.1645409317051108,0.44305744007236547,0.161284486657621,0.9802089059923035,2.212374327428525,1.0,0.08838340266923268,28.141069903010226,0.6559231270162088,0.36137008512363195,0.9644647483750065,0.6721175195539304,0.5973455094782325,0.36402613311555737,0.9802089059923035,2545.8371014172844
"frozenset({'SSLfinal_State_No_HTTPS', 'Prefix_Suffix_Has_PrefixSuffix', 'Request_URL_ReqURL_HighExtContent'})",frozenset({'Result_Phishing'}),0.16318407960199005,0.44305744007236547,0.15223880597014924,0.9329268292682926,2.1056566144469118,1.0,0.07993888540112642,8.303507257102908,0.6274841864825778,0.3353257621040047,0.879568961760756,0.6382682329273272,0.5661825224841763,0.34360963658636173,0.9329268292682926,2096.5091524223944
"frozenset({'SSLfinal_State_No_HTTPS', 'Prefix_Suffix_Has_PrefixSuffix', 'age_of_domain_Domain_Age_Less_6Month', 'SFH_Empty_or_Blank'})",frozenset({'Result_Phishing'}),0.16562641338760742,0.44305744007236547,0.15314337403889644,0.9246313489896232,2.086933353017616,1.0,0.07976135931501574,7.389578458170283,0.6242144071630085,0.33617950754567116,0.8646742834302882,0.6351413176144522,0.5653317743373577,0.3456512862392814,0.9246313489896232,2062.4491732285196
"frozenset({'SSLfinal_State_No_HTTPS', 'Request_URL_ReqURL_HighExtContent'})",frozenset({'Result_Phishing'}),0.16562641338760742,0.44305744007236547,0.15223880597014924,0.9191698525395958,2.0746065169100105,1.0,0.07885679124626854,6.890282616402017,0.620802110694208,0.3335315101070154,0.8548680720846568,0.6313897445629788,0.5619925435379639,0.34360963658636173,0.9191698525395958,2015.9342513285235
"frozenset({'SSLfinal_State_No_HTTPS', 'Prefix_Suffix_Has_PrefixSuffix', 'age_of_domain_Domain_Age_Less_6Month'})",frozenset({'Result_Phishing'}),0.19629127091813658,0.44305744007236547,0.1786521935775667,0.9101382488479263,2.0542217927753827,1.0,0.09168388557602594,6.197771051502395,0.6385368598761957,0.3877871588454741,0.838651671433137,0.6566820276497696,0.6057980103748805,0.4032258064516129,0.9101382488479263,2387.122217084935
"frozenset({'SSLfinal_State_No_HTTPS', 'age_of_domain_Domain_Age_Less_6Month', 'SFH_Empty_or_Blank'})",frozenset({'Result_Phishing'}),0.1686114880144731,0.44305744007236547,0.15314337403889644,0.9082618025751074,2.0499865715532484,1.0,0.07843879979241165,6.0709996006146865,0.6160680827304607,0.33399092523180113,0.8352824796926769,0.6269565444071944,0.5603051492732278,0.3456512862392814,0.9082618025751074,1966.341772211623
"frozenset({'SSLfinal_State_No_HTTPS', 'Prefix_Suffix_Has_PrefixSuffix', 'SFH_Empty_or_Blank'})",frozenset({'Result_Phishing'}),0.264947987336047,0.44305744007236547,0.23781094527363184,0.897575964493001,2.0258681681237496,1.0,0.12042376825219733,5.437615860093472,0.68890970448603,0.505771450557907,0.8160958725791987,0.7171628291227765,0.6940991456998559,0.536749693752552,0.897575964493001,3336.0614059258637
"frozenset({'SSLfinal_State_No_HTTPS', 'age_of_domain_Domain_Age_Less_6Month'})",frozenset({'Result_Phishing'}),0.19963817277250112,0.44305744007236547,0.1786521935775667,0.8948799275033983,2.0197830948448483,1.0,0.09020101580825775,5.298156162759868,0.6308363471971067,0.38499025341130594,0.811255091529977,0.6490528669775055,0.6006984937927834,0.4032258064516129,0.8948799275033983,2281.293744311697
