antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,cosine,all_confidence,max_confidence,chi_square_score
"frozenset({'RightClick_Enabled', 'URL_of_Anchor_greater_than_%67_Anchor', 'SSLfinal_State_No_HTTPS'})",frozenset({'Result_Phishing'}),0.17277250113071008,0.44305744007236547,0.17277250113071008,1.0,2.2570436913025724,1.0,0.0962243590648378,inf,0.6732640787315473,0.3899550837076357,1.0,0.6949775418538179,0.6244638369894895,0.3899550837076357,1.0,2902.4101005372945
"frozenset({'Shortining_Service_No_Shortining', 'URL_of_Anchor_greater_than_%67_Anchor', 'SSLfinal_State_No_HTTPS'})",frozenset({'Result_Phishing'}),0.16056083220262324,0.44305744007236547,0.16056083220262324,1.0,2.2570436913025724,1.0,0.08942316091104037,inf,0.6634698275862069,0.36239281339322166,1.0,0.6811964066966109,0.6019907087266562,0.36239281339322166,1.0,2658.0276873088665
"frozenset({'URL_of_Anchor_greater_than_%67_Anchor', 'Abnormal_URL_hostname_in_URL', 'Links_pointing_to_page_have 1 or 2 links pointing'})",frozenset({'Result_Phishing'}),0.15630936227951153,0.44305744007236547,0.15630936227951153,1.0,2.2570436913025724,1.0,0.08705533636860718,inf,0.6601265144204995,0.3527970600244998,1.0,0.6763985300122499,0.5939672213384335,0.3527970600244998,1.0,2574.606614325027
"frozenset({'URL_of_Anchor_greater_than_%67_Anchor', 'Links_pointing_to_page_have 1 or 2 links pointing', 'double_slash_redirecting_last_position_less_than_7'})",frozenset({'Result_Phishing'}),0.157756671189507,0.44305744007236547,0.157756671189507,1.0,2.2570436913025724,1.0,0.08786140429794614,inf,0.6612608742347761,0.35606369946917105,1.0,0.6780318497345855,0.5967107334958632,0.35606369946917105,1.0,2602.9107270917834
"frozenset({'RightClick_Enabled', 'URL_of_Anchor_greater_than_%67_Anchor', 'Request_URL_ReqURL_HighExtContent'})",frozenset({'Result_Phishing'}),0.15639981908638625,0.44305744007236547,0.15639981908638625,1.0,2.2570436913025724,1.0,0.08710571561419088,inf,0.6601972978769032,0.35300122498979175,1.0,0.6765006124948959,0.5941390619962567,0.35300122498979175,1.0,2576.3727760903294
"frozenset({'URL_of_Anchor_greater_than_%67_Anchor', 'Links_pointing_to_page_have 1 or 2 links pointing'})",frozenset({'Result_Phishing'}),0.17159656264133877,0.44305744007236547,0.17159656264133877,1.0,2.2570436913025724,1.0,0.09556942887224991,inf,0.6723083642716751,0.3873009391588404,1.0,0.6936504695794201,0.622335069844887,0.38730093915884034,1.0,2878.5634784123035
"frozenset({'URL_of_Anchor_greater_than_%67_Anchor', 'Redirect_Redirect_between_2-4', 'Links_pointing_to_page_have 1 or 2 links pointing'})",frozenset({'Result_Phishing'}),0.15703301673450928,0.44305744007236547,0.15703301673450928,1.0,2.2570436913025724,1.0,0.08745837033327668,inf,0.6606932074256895,0.35443037974683544,1.0,0.6772151898734178,0.5953405577875872,0.35443037974683544,1.0,2588.7465217169856
"frozenset({'Iframe_No_IFrame', 'Links_pointing_to_page_have 1 or 2 links pointing', 'URL_of_Anchor_greater_than_%67_Anchor'})",frozenset({'Result_Phishing'}),0.15594753505201267,0.44305744007236547,0.15594753505201267,1.0,2.2570436913025724,1.0,0.08685381938627246,inf,0.6598435323116494,0.351980400163332,1.0,0.675990200081666,0.5932793609787315,0.351980400163332,1.0,2567.545752842565
"frozenset({'URL_of_Anchor_greater_than_%67_Anchor', 'HTTPS_token_No_HTTPS_Token_In_Domain', 'Links_pointing_to_page_have 1 or 2 links pointing'})",frozenset({'Result_Phishing'}),0.152962460425147,0.44305744007236547,0.152962460425147,1.0,2.2570436913025724,1.0,0.08519130428201085,inf,0.6575181546347715,0.34524295630869745,1.0,0.6726214781543487,0.5875737879693897,0.3452429563086974,1.0,2509.523817330226
"frozenset({'Shortining_Service_No_Shortining', 'URL_of_Anchor_greater_than_%67_Anchor', 'Links_pointing_to_page_have 1 or 2 links pointing'})",frozenset({'Result_Phishing'}),0.15676164631388512,0.44305744007236547,0.15676164631388512,1.0,2.2570436913025724,1.0,0.0873072325965256,inf,0.6604805835657583,0.35381788485095955,1.0,0.6769089424254797,0.5948259281932484,0.35381788485095955,1.0,2583.441212385105
"frozenset({'URL_of_Anchor_greater_than_%67_Anchor', 'Request_URL_ReqURL_HighExtContent'})",frozenset({'Result_Phishing'}),0.1655359565807327,0.44305744007236547,0.1655359565807327,1.0,2.2570436913025724,1.0,0.09219401941814302,inf,0.6674254742547425,0.37362188648427924,1.0,0.6868109432421396,0.6112461750262976,0.37362188648427924,1.0,2756.7274719470747
"frozenset({'Prefix_Suffix_Has_PrefixSuffix', 'URL_of_Anchor_greater_than_%67_Anchor', 'Request_URL_ReqURL_HighExtContent'})",frozenset({'Result_Phishing'}),0.1655359565807327,0.44305744007236547,0.1655359565807327,1.0,2.2570436913025724,1.0,0.09219401941814302,inf,0.6674254742547425,0.37362188648427924,1.0,0.6868109432421396,0.6112461750262976,0.37362188648427924,1.0,2756.7274719470747
"frozenset({'Prefix_Suffix_Has_PrefixSuffix', 'URL_of_Anchor_greater_than_%67_Anchor', 'age_of_domain_Domain_Age_Less_6Month'})",frozenset({'Result_Phishing'}),0.15341474445952058,0.44305744007236547,0.152962460425147,0.9970518867924528,2.250389670986232,1.0,0.08499091647555569,188.91491632745323,0.656321983684009,0.34489088313277577,0.9947066117411996,0.671147421550575,0.5867070316515655,0.3452429563086974,0.9970518867924528,2491.698720880824
"frozenset({'Prefix_Suffix_Has_PrefixSuffix', 'Iframe_No_IFrame', 'URL_of_Anchor_greater_than_%67_Anchor'})",frozenset({'Result_Phishing'}),0.26132971506105834,0.44305744007236547,0.2604251469923112,0.9965385946694358,2.2492311482381813,1.0,0.14464107242251797,160.9007055630959,0.7518965403276251,0.5865933170334149,0.9937849868557111,0.7921647648724884,0.7653472103559359,0.587790935075541,0.9965385946694358,4855.479768064278
"frozenset({'Prefix_Suffix_Has_PrefixSuffix', 'URL_of_Anchor_greater_than_%67_Anchor', 'on_mouseover_onMouseOver_doesnt_Changes_Status_Bar'})",frozenset({'Result_Phishing'}),0.24559023066485752,0.44305744007236547,0.24468566259611035,0.996316758747698,2.2487304548705187,1.0,0.13587508369095683,151.20990502035315,0.7360782723174509,0.5511409942950285,0.9933866766210494,0.7742914949312194,0.7417763149023062,0.5522662311147407,0.996316758747698,4464.260867806949
"frozenset({'Prefix_Suffix_Has_PrefixSuffix', 'URL_of_Anchor_greater_than_%67_Anchor', 'port_Port_Standard'})",frozenset({'Result_Phishing'}),0.24016282225237448,0.44305744007236547,0.2392582541836273,0.9962335216572505,2.2485425851206418,1.0,0.13285232895593574,147.8682496607898,0.7307716716176073,0.5389160554197229,0.993237222985367,0.7681249274272369,0.7334728170651622,0.5400163331972233,0.9962335216572505,4333.116172397295
"frozenset({'Prefix_Suffix_Has_PrefixSuffix', 'URL_of_Anchor_greater_than_%67_Anchor', 'Submitting_to_email_not_using_mail_func'})",frozenset({'Result_Phishing'}),0.22858435097241067,0.44305744007236547,0.2276797829036635,0.9960427384250099,2.2481119790299067,1.0,0.1264037855212241,140.73938489371346,0.7196928149372261,0.5128361858190709,0.9928946683918279,0.7549629780324314,0.7154366829626886,0.513883217639853,0.9960427384250099,4059.509171673387
"frozenset({'Prefix_Suffix_Has_PrefixSuffix', 'URL_of_Anchor_greater_than_%67_Anchor', 'Favicon_Favicon_Internal'})",frozenset({'Result_Phishing'}),0.22632293080054275,0.44305744007236547,0.22541836273179558,0.9960031974420464,2.248022733303761,1.0,0.125144304381632,139.34702849389373,0.7175663631864688,0.5077424612876935,0.9928236718729613,0.7523911454748002,0.7118606632798231,0.5087790935075541,0.9960031974420464,4007.0263627510612
"frozenset({'Prefix_Suffix_Has_PrefixSuffix', 'URL_of_Anchor_greater_than_%67_Anchor', 'popUpWidnow_No_Popup_Text_Fields'})",frozenset({'Result_Phishing'}),0.22315694255992763,0.44305744007236547,0.22225237449118046,0.9959464937170652,2.247894750519019,1.0,0.12338103078620302,137.39772953414632,0.7146093525925848,0.5006112469437654,0.9927218593539314,0.7487899067197004,0.7068238436195484,0.5016333197223356,0.9959464937170652,3934.0638395666438
"frozenset({'URL_of_Anchor_greater_than_%67_Anchor', 'age_of_domain_Domain_Age_Less_6Month'})",frozenset({'Result_Phishing'}),0.15359565807327002,0.44305744007236547,0.152962460425147,0.9958775029446407,2.24773903533136,1.0,0.08491076135297362,135.09835239387382,0.6558431573600615,0.34475025484199795,0.9925979852286834,0.6705602296266691,0.5863614015587412,0.3452429563086974,0.9958775029446407,2484.6027087231946
"frozenset({'having_At_Symbol_no_@_symbol', 'URL_of_Anchor_greater_than_%67_Anchor', 'Prefix_Suffix_Has_PrefixSuffix'})",frozenset({'Result_Phishing'}),0.23509724106739033,0.44305744007236547,0.23383084577114427,0.9946133128126202,2.2448857029692766,1.0,0.12966926397575051,103.39240808942266,0.7249849945742576,0.5262622149837132,0.990328109979457,0.7611898740461631,0.7245160609571437,0.5277664352797059,0.9946133128126202,4188.9833826573185
"frozenset({'Prefix_Suffix_Has_PrefixSuffix', 'URL_of_Anchor_greater_than_%67_Anchor', 'Statistical_report_Dont Belong to Top Phishing IPs/Domains'})",frozenset({'Result_Phishing'}),0.23491632745364088,0.44305744007236547,0.23364993215739485,0.9946091644204852,2.244876339866979,1.0,0.12956850548458315,103.31284486657653,0.7248111343728711,0.5258550488599348,0.9903206614696222,0.7609836348848036,0.7242342193735811,0.5273581053491221,0.9946091644204852,4184.707123394145
"frozenset({'Prefix_Suffix_Has_PrefixSuffix', 'URL_of_Anchor_greater_than_%67_Anchor'})",frozenset({'Result_Phishing'}),0.29525101763907735,0.44305744007236547,0.2936227951153324,0.994485294117647,2.244596759181418,1.0,0.16280963506140197,100.99225086687605,0.7867846472457082,0.6602929210740438,0.9900982501982438,0.8286023857276679,0.8118280448085448,0.6627194773376888,0.994485294117647,5707.19420726182
"frozenset({'Prefix_Suffix_Has_PrefixSuffix', 'URL_of_Anchor_greater_than_%67_Anchor', 'RightClick_Enabled'})",frozenset({'Result_Phishing'}),0.27824513794663047,0.44305744007236547,0.2766169154228856,0.994148244473342,2.243836023408084,1.0,0.15333833689166929,95.17529524096759,0.768037271808412,0.6220504475183076,0.9894930717318169,0.8092423541680716,0.7878343731457126,0.6243364638628012,0.994148244473342,5245.326192089459
"frozenset({'Prefix_Suffix_Has_PrefixSuffix', 'URL_of_Anchor_greater_than_%67_Anchor', 'Redirect_Redirect_between_2-4'})",frozenset({'Result_Phishing'}),0.2585255540479421,0.44305744007236547,0.2568973315241972,0.9937018894331702,2.242828580580583,1.0,0.142355661354426,88.43010201517835,0.747341263636473,0.5777054515866558,0.9886916335364132,0.7867651954311625,0.759063025984901,0.5798285014291548,0.9937018894331702,4736.288265253079
"frozenset({'Prefix_Suffix_Has_PrefixSuffix', 'URL_of_Anchor_greater_than_%67_Anchor', 'Shortining_Service_No_Shortining'})",frozenset({'Result_Phishing'}),0.2542740841248304,0.44305744007236547,0.2526458616010855,0.9935965848452508,2.2425909035247544,1.0,0.13998783681199284,86.97586310869917,0.7430172176125488,0.5681448331977218,0.9885025573273101,0.7819146664528418,0.7527159564136848,0.5702327480604328,0.9935965848452508,4630.070206641485
"frozenset({'Prefix_Suffix_Has_PrefixSuffix', 'URL_of_Anchor_greater_than_%67_Anchor', 'double_slash_redirecting_last_position_less_than_7'})",frozenset({'Result_Phishing'}),0.2537313432835821,0.44305744007236547,0.25210312075983715,0.9935828877005346,2.242559988470684,1.0,0.1396855613384907,86.7902155887209,0.7424686042339433,0.5669243287225384,0.9884779638670472,0.7812953229846078,0.751901836401936,0.569007758268681,0.9935828877005346,4616.597590441895
"frozenset({'Prefix_Suffix_Has_PrefixSuffix', 'URL_of_Anchor_greater_than_%67_Anchor', 'SFH_Empty_or_Blank'})",frozenset({'Result_Phishing'}),0.2502939846223428,0.44305744007236547,0.24866576209859792,0.99349475966751,2.2423610796497186,1.0,0.1377711500063107,85.61444796220992,0.7390116676334393,0.5591944670463791,0.9883197284593671,0.7773721246275483,0.74672513468567,0.5612494895875867,0.99349475966751,4531.724143941057
"frozenset({'Prefix_Suffix_Has_PrefixSuffix', 'URL_of_Anchor_greater_than_%67_Anchor', 'Abnormal_URL_hostname_in_URL'})",frozenset({'Result_Phishing'}),0.24984170058796926,0.44305744007236547,0.24821347806422434,0.9934829833454019,2.242334499976198,1.0,0.13751925377839228,85.45974169556229,0.7385590573243302,0.5581773799837265,0.9882985838693223,0.7768558240532644,0.7460413160291429,0.560228664761127,0.9934829833454019,4520.614507608361
"frozenset({'Prefix_Suffix_Has_PrefixSuffix', 'URL_of_Anchor_greater_than_%67_Anchor', 'Google_Index_Indexed by Google'})",frozenset({'Result_Phishing'}),0.24658525554047941,0.44305744007236547,0.24495703301673452,0.9933969185619956,2.2421402479997674,1.0,0.13570560093737966,84.34585657570778,0.7353155398562053,0.5508543531326282,0.9881440530620208,0.7731378222863061,0.7410991989993164,0.5528787260106166,0.9933969185619956,4441.019001993519
"frozenset({'Prefix_Suffix_Has_PrefixSuffix', 'URL_of_Anchor_greater_than_%67_Anchor', 'HTTPS_token_No_HTTPS_Token_In_Domain'})",frozenset({'Result_Phishing'}),0.24441429217548621,0.44305744007236547,0.2427860696517413,0.9933382679496668,2.2420078710052196,1.0,0.1344964990433712,83.60326649580291,0.733167965033222,0.5459723352318959,0.9880387448730822,0.7706585173966383,0.7377860659633154,0.5479787668436096,0.9933382679496668,4388.3366134792905
"frozenset({'Prefix_Suffix_Has_PrefixSuffix', 'URL_of_Anchor_greater_than_%67_Anchor', 'Page_Rank_PageRank_Low'})",frozenset({'Result_Phishing'}),0.24097693351424695,0.44305744007236547,0.23934871099050203,0.9932432432432432,2.2417933960910683,1.0,0.13258208771119118,82.4274988692894,0.7297914756416213,0.5382424735557363,0.9878681263690196,0.7667318707028792,0.7325096311048866,0.5402204981625153,0.9932432432432432,4305.539372879991
"frozenset({'Prefix_Suffix_Has_PrefixSuffix', 'URL_of_Anchor_greater_than_%67_Anchor', 'URL_Length_long_URL'})",frozenset({'Result_Phishing'}),0.2355495251017639,0.44305744007236547,0.233921302578019,0.9930875576036866,2.241442006800481,1.0,0.12955933297617006,80.57102366953083,0.7245186596350023,0.5260374288039057,0.9875885901102412,0.7605290789243422,0.7241001545945542,0.5279706002449979,0.9930875576036866,4176.323434533367
"frozenset({'Prefix_Suffix_Has_PrefixSuffix', 'DNSRecord_Has_DNS_Record', 'URL_of_Anchor_greater_than_%67_Anchor'})",frozenset({'Result_Phishing'}),0.18218000904568069,0.44305744007236547,0.18091361374943465,0.9930486593843099,2.2413542118198335,1.0,0.10019740530929498,80.12016540673292,0.6772164583563764,0.40716612377850164,0.9875187476845129,0.7006892949841108,0.6367821371182156,0.4083299305839118,0.9930486593843099,3018.8589008826457
"frozenset({'Prefix_Suffix_Has_PrefixSuffix', 'URL_of_Anchor_greater_than_%67_Anchor', 'having_IP_Address_no_IP'})",frozenset({'Result_Phishing'}),0.1707824513794663,0.44305744007236547,0.16951605608322026,0.9925847457627119,2.2403071385068967,1.0,0.0938496203657507,75.10768236738461,0.6676566762663951,0.3815146579804561,0.9866857827524412,0.6875949453599186,0.6162532194924208,0.38260514495712533,0.9925847457627119,2786.3881779586623
"frozenset({'Iframe_No_IFrame', 'URL_Length_long_URL', 'URL_of_Anchor_greater_than_%67_Anchor'})",frozenset({'Result_Phishing'}),0.2078697421981004,0.44305744007236547,0.2062415196743555,0.9921671018276763,2.2393644978981135,1.0,0.11414328382756257,71.103000150762,0.6986789515755816,0.46379170056956875,0.9859358958429367,0.7288316113466679,0.6795954216674116,0.46549612086565945,0.9921671018276763,3544.8768422897656
"frozenset({'URL_of_Anchor_greater_than_%67_Anchor', 'URL_Length_long_URL', 'on_mouseover_onMouseOver_doesnt_Changes_Status_Bar'})",frozenset({'Result_Phishing'}),0.19547715965626414,0.44305744007236547,0.19384893713251922,0.991670522906062,2.23824369757585,1.0,0.10724132718259775,66.86404844464496,0.6876388062398419,0.4359235150528885,0.9850442797996614,0.7145980217633617,0.658696562780343,0.43752552062066147,0.991670522906062,3276.2593086970733
"frozenset({'URL_of_Anchor_greater_than_%67_Anchor', 'port_Port_Standard', 'URL_Length_long_URL'})",frozenset({'Result_Phishing'}),0.18995929443690637,0.44305744007236547,0.18833107191316145,0.9914285714285713,2.2376976025199786,1.0,0.10416819320199298,64.97663199155659,0.6828201204549806,0.42351505288852714,0.984609851736699,0.7082500145832118,0.6491748517156984,0.42507145773785215,0.9914285714285713,3159.302256543675
"frozenset({'URL_of_Anchor_greater_than_%67_Anchor', 'Submitting_to_email_not_using_mail_func', 'URL_Length_long_URL'})",frozenset({'Result_Phishing'}),0.18109452736318407,0.44305744007236547,0.17946630483943918,0.9910089910089911,2.236750591180971,1.0,0.0992310271347919,61.94438916528525,0.6751974483596598,0.40358014646053697,0.9838564878356987,0.6980361410741158,0.633578222042614,0.4050632911392405,0.9910089910089911,2974.706892766258
"frozenset({'URL_of_Anchor_greater_than_%67_Anchor', 'URL_Length_long_URL', 'Favicon_Favicon_Internal'})",frozenset({'Result_Phishing'}),0.17892356399819087,0.44305744007236547,0.17729534147444595,0.9908998988877654,2.236504365496988,1.0,0.09802192524078344,61.20179908538116,0.6733522493496682,0.39869812855980463,0.9836606110450296,0.6955316154299995,0.6296997738524903,0.4001633319722335,0.9908998988877654,2930.108035913483
"frozenset({'URL_of_Anchor_greater_than_%67_Anchor', 'URL_Length_long_URL', 'popUpWidnow_No_Popup_Text_Fields'})",frozenset({'Result_Phishing'}),0.17639077340569878,0.44305744007236547,0.17476255088195386,0.9907692307692307,2.2362094418443945,1.0,0.09661130636444028,60.33544399216019,0.6712099351595089,0.3930024410089503,0.9834259941779837,0.6926079718566447,0.6251445163824415,0.39444671294405875,0.9907692307692307,2878.3734992887194
"frozenset({'having_At_Symbol_no_@_symbol', 'URL_of_Anchor_greater_than_%67_Anchor', 'URL_Length_long_URL'})",frozenset({'Result_Phishing'}),0.18977838082315696,0.44305744007236547,0.1879692446856626,0.9904671115347949,2.2355275455322903,1.0,0.10388652109707618,58.42327453640824,0.6821322449263796,0.42252948352989006,0.9828835338666815,0.7073609547057396,0.6482363953124645,0.4242547978766843,0.9904671115347949,3144.5329358118843
"frozenset({'Iframe_No_IFrame', 'URL_of_Anchor_greater_than_%67_Anchor'})",frozenset({'Result_Phishing'}),0.26295793758480324,0.44305744007236547,0.2604251469923112,0.9903680770553837,2.2353040203853136,1.0,0.14391967631927938,57.822572203916074,0.7497992164068585,0.5844498578968738,0.9827057157458611,0.7890795060654623,0.7629740349981442,0.587790935075541,0.9903680770553837,4787.955386174759
"frozenset({'RightClick_Enabled', 'Iframe_No_IFrame', 'URL_of_Anchor_greater_than_%67_Anchor'})",frozenset({'Result_Phishing'}),0.2625961103573044,0.44305744007236547,0.2600633197648123,0.9903548053737512,2.235274065620012,1.0,0.14371815933694462,57.74300898106814,0.7494231770277765,0.5836378400324805,0.9826818862119245,0.7886645402940622,0.7624387149727703,0.5869742752143732,0.9903548053737512,4778.7893354899425
"frozenset({'Iframe_No_IFrame', 'SFH_Empty_or_Blank', 'URL_of_Anchor_greater_than_%67_Anchor'})",frozenset({'Result_Phishing'}),0.221438263229308,0.44305744007236547,0.21926729986431479,0.9901960784313725,2.2349158119760766,1.0,0.12115742982386696,56.80814111261828,0.7097135994533577,0.4924827305973181,0.9823968892413225,0.7425459771495367,0.7000313960931016,0.49489587586770106,0.9901960784313725,3814.544512694668
"frozenset({'URL_of_Anchor_greater_than_%67_Anchor', 'URL_Length_long_URL'})",frozenset({'Result_Phishing'}),0.23627317955676164,0.44305744007236547,0.233921302578019,0.9900459418070444,2.234576947055303,1.0,0.12923871248584184,55.951306405037776,0.7234104978941172,0.525182778229082,0.9821273163353704,0.7590082710260211,0.7229904219047371,0.5279706002449979,0.9900459418070444,4146.876328029955
"frozenset({'Prefix_Suffix_Has_PrefixSuffix', 'URL_of_Anchor_greater_than_%67_Anchor', 'Domain_registeration_length_Domain_ShortTerm'})",frozenset({'Result_Phishing'}),0.1629127091813659,0.44305744007236547,0.161284486657621,0.9900055524708494,2.2344857865588486,1.0,0.08910479877247125,55.72519724609219,0.6599905987206452,0.36269324654190394,0.9820547965836025,0.6770158427932034,0.6003231571652841,0.36402613311555737,0.9900055524708494,2608.343470128127
"frozenset({'URL_of_Anchor_greater_than_%67_Anchor', 'Statistical_report_Dont Belong to Top Phishing IPs/Domains', 'URL_Length_long_URL'})",frozenset({'Result_Phishing'}),0.18941655359565807,0.44305744007236547,0.187516960651289,0.9899713467048711,2.234408582650541,1.0,0.10359454730786673,55.53512954706996,0.681551395490767,0.4214271193331978,0.981993379539118,0.7066026598775478,0.6472939875140074,0.42323397305022453,0.9899713467048711,3131.456903045548
"frozenset({'URL_of_Anchor_greater_than_%67_Anchor', 'on_mouseover_onMouseOver_doesnt_Changes_Status_Bar'})",frozenset({'Result_Phishing'}),0.24721845318860244,0.44305744007236547,0.24468566259611035,0.9897548481522137,2.2339199359580895,1.0,0.13515368758771823,54.361572010079584,0.7337538830998697,0.5491270807957774,0.9816046526429629,0.7710105396334772,0.7393295474391413,0.5522662311147407,0.9897548481522137,4397.3826250667225
"frozenset({'RightClick_Enabled', 'URL_of_Anchor_greater_than_%67_Anchor', 'on_mouseover_onMouseOver_doesnt_Changes_Status_Bar'})",frozenset({'Result_Phishing'}),0.24640434192673,0.44305744007236547,0.2438715513342379,0.9897209985315712,2.233843535885365,1.0,0.13470027437746507,54.18255475867432,0.7329408911052957,0.5473000406008932,0.9815438750635894,0.7700748724793421,0.7380859628351722,0.550428746427113,0.9897209985315712,4377.6246675917755
