RULES TARGETING LEGITIMATE
                                                                                                                                                                                                                                                                antecedents          consequents  antecedent support  consequent support   support  confidence      lift  representativity  leverage  conviction  zhangs_metric   jaccard  certainty  kulczynski    cosine  all_confidence  max_confidence  chi_square_score
11809                                                                                                                              (Domain_registeration_length_Domain_ShortTerm, SSLfinal_State_HTTPS_Trusted, web_traffic_High_Traffic, Request_URL_ReqURL_LowExtContent)  (Result_Legitimate)            0.254274            0.556943  0.247309    0.972608  1.746334               1.0  0.105693   16.174474       0.573095  0.438563   0.938174    0.708328  0.657179        0.444047        0.972608       2639.357348
11968                                                                                                                                       (Domain_registeration_length_Domain_ShortTerm, having_IP_Address_no_IP, SSLfinal_State_HTTPS_Trusted, web_traffic_High_Traffic)  (Result_Legitimate)            0.208412            0.556943  0.202623    0.972222  1.745642               1.0  0.086549   15.950068       0.539605  0.360071   0.937304    0.668018  0.594733        0.363814        0.972222       2034.203618
26234                                                                                (SSLfinal_State_HTTPS_Trusted, Statistical_report_Dont Belong to Top Phishing IPs/Domains, Request_URL_ReqURL_LowExtContent, web_traffic_High_Traffic, Google_Index_Indexed by Google)  (Result_Legitimate)            0.205427            0.556943  0.199548    0.971378  1.744126               1.0  0.085136   15.479745       0.536952  0.354548   0.935399    0.664835  0.589946        0.358291        0.971378       1989.424239
26259                                                                                                                  (SSLfinal_State_HTTPS_Trusted, DNSRecord_Has_DNS_Record, Request_URL_ReqURL_LowExtContent, web_traffic_High_Traffic, Google_Index_Indexed by Google)  (Result_Legitimate)            0.172139            0.556943  0.167074    0.970573  1.742680               1.0  0.071202   15.056041       0.514786  0.297280   0.933581    0.635278  0.539589        0.299984        0.970573       1593.806540
12394                                                                                                                                              (having_Sub_Domain_No_SubDomain, SSLfinal_State_HTTPS_Trusted, DNSRecord_Has_DNS_Record, Google_Index_Indexed by Google)  (Result_Legitimate)            0.205880            0.556943  0.199819    0.970562  1.742662               1.0  0.085156   15.050727       0.536651  0.354916   0.933558    0.664671  0.590099        0.358779        0.970562       1987.093116
26948                                                                                  (SSLfinal_State_HTTPS_Trusted, DNSRecord_Has_DNS_Record, Statistical_report_Dont Belong to Top Phishing IPs/Domains, having_Sub_Domain_No_SubDomain, Google_Index_Indexed by Google)  (Result_Legitimate)            0.187607            0.556943  0.181999    0.970106  1.741842               1.0  0.077513   14.820986       0.524248  0.323525   0.932528    0.648444  0.563040        0.326783        0.970106       1766.104062
12315                                                                                                                                (Domain_registeration_length_Domain_ShortTerm, having_Sub_Domain_No_SubDomain, SSLfinal_State_HTTPS_Trusted, DNSRecord_Has_DNS_Record)  (Result_Legitimate)            0.174129            0.556943  0.168883    0.969870  1.741419               1.0  0.071903   14.704924       0.515523  0.300402   0.931996    0.636551  0.542306        0.303232        0.969870       1610.630886
26906                                                                    (Domain_registeration_length_Domain_ShortTerm, SSLfinal_State_HTTPS_Trusted, DNSRecord_Has_DNS_Record, Statistical_report_Dont Belong to Top Phishing IPs/Domains, having_Sub_Domain_No_SubDomain)  (Result_Legitimate)            0.158752            0.556943  0.153957    0.969801  1.741294               1.0  0.065542   14.671053       0.506051  0.274074   0.931839    0.623117  0.517769        0.276433        0.969801       1441.066119
34209                                                              (Domain_registeration_length_Domain_ShortTerm, Prefix_Suffix_Has_PrefixSuffix, SSLfinal_State_HTTPS_Trusted, Request_URL_ReqURL_LowExtContent, web_traffic_High_Traffic, Google_Index_Indexed by Google)  (Result_Legitimate)            0.166802            0.556943  0.161737    0.969631  1.740990               1.0  0.068837   14.589249       0.510820  0.287784   0.931456    0.630016  0.530643        0.290401        0.969631       1527.522253
2890                                                                                                                                                                             (Request_URL_ReqURL_LowExtContent, SSLfinal_State_HTTPS_Trusted, web_traffic_High_Traffic)  (Result_Legitimate)            0.267571            0.556943  0.259340    0.969236  1.740280               1.0  0.110318   14.401801       0.580780  0.458867   0.930564    0.717442  0.671806        0.465649        0.969236       2782.115293
26109                                                                  (Domain_registeration_length_Domain_ShortTerm, SSLfinal_State_HTTPS_Trusted, Statistical_report_Dont Belong to Top Phishing IPs/Domains, Request_URL_ReqURL_LowExtContent, web_traffic_High_Traffic)  (Result_Legitimate)            0.219720            0.556943  0.212845    0.968711  1.739338               1.0  0.090474   14.160349       0.544764  0.377507   0.929380    0.675439  0.608448        0.382167        0.968711       2139.012553
12147                                                                                                                                               (having_IP_Address_no_IP, SSLfinal_State_HTTPS_Trusted, web_traffic_High_Traffic, age_of_domain_Domain_Age_More_6Month)  (Result_Legitimate)            0.158842            0.556943  0.153867    0.968679  1.739280               1.0  0.065401   14.145616       0.505315  0.273825   0.929307    0.622475  0.517318        0.276271        0.968679       1434.216752
35171                                                      (SSLfinal_State_HTTPS_Trusted, DNSRecord_Has_DNS_Record, Statistical_report_Dont Belong to Top Phishing IPs/Domains, Request_URL_ReqURL_LowExtContent, web_traffic_High_Traffic, Google_Index_Indexed by Google)  (Result_Legitimate)            0.155948            0.556943  0.151063    0.968677  1.739277               1.0  0.064209   14.145019       0.503581  0.268878   0.929304    0.619957  0.512582        0.271236        0.968677       1403.242765
26509                                                                           (Domain_registeration_length_Domain_ShortTerm, SSLfinal_State_HTTPS_Trusted, having_IP_Address_no_IP, Statistical_report_Dont Belong to Top Phishing IPs/Domains, web_traffic_High_Traffic)  (Result_Legitimate)            0.175758            0.556943  0.170240    0.968605  1.739147               1.0  0.072353   14.112469       0.515632  0.302670   0.929141    0.637137  0.544125        0.305668        0.968605       1618.938720
26188                                                                                                                    (SSLfinal_State_HTTPS_Trusted, Request_URL_ReqURL_LowExtContent, Page_Rank_PageRank_Low, web_traffic_High_Traffic, Google_Index_Indexed by Google)  (Result_Legitimate)            0.166712            0.556943  0.161465    0.968530  1.739012               1.0  0.068616   14.078532       0.509981  0.287208   0.928970    0.629222  0.529896        0.289914        0.968530       1518.388949
26707                                                                                                                           (SSLfinal_State_HTTPS_Trusted, DNSRecord_Has_DNS_Record, having_IP_Address_no_IP, web_traffic_High_Traffic, Google_Index_Indexed by Google)  (Result_Legitimate)            0.180914            0.556943  0.175215    0.968500  1.738959               1.0  0.074456   14.065316       0.518801  0.311415   0.928903    0.641551  0.551989        0.314601        0.968500       1676.064631
12279                                                                                                                                            (having_Sub_Domain_No_SubDomain, SSLfinal_State_HTTPS_Trusted, DNSRecord_Has_DNS_Record, Request_URL_ReqURL_LowExtContent)  (Result_Legitimate)            0.158028            0.556943  0.152962    0.967945  1.737962               1.0  0.064950   13.821810       0.504308  0.272171   0.927651    0.621296  0.515600        0.274647        0.967945       1420.410060
11931                                                                                                                                (Domain_registeration_length_Domain_ShortTerm, SSLfinal_State_HTTPS_Trusted, web_traffic_High_Traffic, Google_Index_Indexed by Google)  (Result_Legitimate)            0.261330            0.556943  0.252917    0.967809  1.737718               1.0  0.107372   13.763365       0.574725  0.447360   0.927343    0.710963  0.662947        0.454117        0.967809       2675.639900
26142                                                                                                    (Domain_registeration_length_Domain_ShortTerm, SSLfinal_State_HTTPS_Trusted, DNSRecord_Has_DNS_Record, Request_URL_ReqURL_LowExtContent, web_traffic_High_Traffic)  (Result_Legitimate)            0.176481            0.556943  0.170602    0.966684  1.735697               1.0  0.072312   13.298539       0.514697  0.303118   0.924804    0.636501  0.544162        0.306318        0.966684       1611.879528
3025                                                                                                                                                                               (having_Sub_Domain_No_SubDomain, SSLfinal_State_HTTPS_Trusted, DNSRecord_Has_DNS_Record)  (Result_Legitimate)            0.222252            0.556943  0.214835    0.966626  1.735594               1.0  0.091053   13.275514       0.544943  0.380670   0.924673    0.676183  0.610628        0.385740        0.966626       2148.784043
26468                                                                                                      (Domain_registeration_length_Domain_ShortTerm, SSLfinal_State_HTTPS_Trusted, DNSRecord_Has_DNS_Record, web_traffic_High_Traffic, Google_Index_Indexed by Google)  (Result_Legitimate)            0.190773            0.556943  0.184351    0.966335  1.735071               1.0  0.078101   13.160678       0.523530  0.327232   0.924016    0.648670  0.565563        0.331005        0.966335       1770.170549
24824                                                                                                            (Prefix_Suffix_Has_PrefixSuffix, SSLfinal_State_HTTPS_Trusted, Request_URL_ReqURL_LowExtContent, web_traffic_High_Traffic, Google_Index_Indexed by Google)  (Result_Legitimate)            0.177657            0.556943  0.171597    0.965886  1.734265               1.0  0.072652   12.987535       0.514854  0.304788   0.923003    0.636995  0.545522        0.308105        0.965886       1618.618542
10904                                                                                                                                      (Request_URL_ReqURL_LowExtContent, URL_of_Anchor_between_%31_%67_Anchor, SSLfinal_State_HTTPS_Trusted, web_traffic_High_Traffic)  (Result_Legitimate)            0.163636            0.556943  0.158028    0.965727  1.733979               1.0  0.066892   12.927273       0.506110  0.280913   0.922644    0.624735  0.523467        0.283742        0.965727       1464.743329
26858                                                              (Domain_registeration_length_Domain_ShortTerm, SSLfinal_State_HTTPS_Trusted, Statistical_report_Dont Belong to Top Phishing IPs/Domains, having_Sub_Domain_No_SubDomain, Google_Index_Indexed by Google)  (Result_Legitimate)            0.181728            0.556943  0.175486    0.965655  1.733849               1.0  0.074274   12.900035       0.517247  0.311597   0.922481    0.640372  0.551604        0.315089        0.965655       1662.058960
12438                                                                                                                  (Statistical_report_Dont Belong to Top Phishing IPs/Domains, having_Sub_Domain_No_SubDomain, SSLfinal_State_HTTPS_Trusted, DNSRecord_Has_DNS_Record)  (Result_Legitimate)            0.202533            0.556943  0.195568    0.965610  1.733769               1.0  0.082768   12.883190       0.530708  0.346808   0.922379    0.658377  0.582296        0.351145        0.965610       1900.247382
26375                                                                                          (Domain_registeration_length_Domain_ShortTerm, SSLfinal_State_HTTPS_Trusted, web_traffic_High_Traffic, Google_Index_Indexed by Google, age_of_domain_Domain_Age_More_6Month)  (Result_Legitimate)            0.157033            0.556943  0.151606    0.965438  1.733460               1.0  0.064147   12.819129       0.501940  0.269583   0.921992    0.618824  0.512642        0.272210        0.965438       1392.652266
35289                                                               (SSLfinal_State_HTTPS_Trusted, DNSRecord_Has_DNS_Record, having_IP_Address_no_IP, Statistical_report_Dont Belong to Top Phishing IPs/Domains, web_traffic_High_Traffic, Google_Index_Indexed by Google)  (Result_Legitimate)            0.159385            0.556943  0.153867    0.965380  1.733357               1.0  0.065099   12.797823       0.503304  0.273561   0.921862    0.620826  0.516436        0.276271        0.965380       1417.065403
26054                                                                                                      (Domain_registeration_length_Domain_ShortTerm, SSLfinal_State_HTTPS_Trusted, Page_Rank_PageRank_Low, Request_URL_ReqURL_LowExtContent, web_traffic_High_Traffic)  (Result_Legitimate)            0.174853            0.556943  0.168792    0.965339  1.733283               1.0  0.071409   12.782538       0.512709  0.299807   0.921768    0.634204  0.540893        0.303070        0.965339       1583.411052
11891                                                                                                                (Statistical_report_Dont Belong to Top Phishing IPs/Domains, SSLfinal_State_HTTPS_Trusted, web_traffic_High_Traffic, Request_URL_ReqURL_LowExtContent)  (Result_Legitimate)            0.232203            0.556943  0.224152    0.965329  1.733265               1.0  0.094828   12.778971       0.550997  0.396734   0.921746    0.683899  0.623310        0.402469        0.965329       2259.705327
26439                                                                    (Domain_registeration_length_Domain_ShortTerm, SSLfinal_State_HTTPS_Trusted, Statistical_report_Dont Belong to Top Phishing IPs/Domains, web_traffic_High_Traffic, Google_Index_Indexed by Google)  (Result_Legitimate)            0.225057            0.556943  0.217187    0.965032  1.732732               1.0  0.091843   12.670424       0.545687  0.384529   0.921076    0.677497  0.613455        0.389963        0.965032       2166.810630
35247                                          (Domain_registeration_length_Domain_ShortTerm, SSLfinal_State_HTTPS_Trusted, DNSRecord_Has_DNS_Record, Statistical_report_Dont Belong to Top Phishing IPs/Domains, web_traffic_High_Traffic, Google_Index_Indexed by Google)  (Result_Legitimate)            0.172592            0.556943  0.166531    0.964885  1.732467               1.0  0.070407   12.617218       0.510979  0.295790   0.920743    0.631947  0.537131        0.299009        0.964885       1555.195993
12086                                                                                                                                                     (having_IP_Address_no_IP, SSLfinal_State_HTTPS_Trusted, web_traffic_High_Traffic, Google_Index_Indexed by Google)  (Result_Legitimate)            0.242243            0.556943  0.233650    0.964526  1.731823               1.0  0.098734   12.489556       0.557664  0.413148   0.919933    0.692024  0.636113        0.419522        0.964526       2379.265595
24887                                                                                                       (Domain_registeration_length_Domain_ShortTerm, Prefix_Suffix_Has_PrefixSuffix, SSLfinal_State_HTTPS_Trusted, having_IP_Address_no_IP, web_traffic_High_Traffic)  (Result_Legitimate)            0.162460            0.556943  0.156671    0.964365  1.731534               1.0  0.066190   12.433299       0.504427  0.278412   0.919571    0.622836  0.520847        0.281306        0.964365       1442.517170
12290                                                                                                                          (Domain_registeration_length_Domain_ShortTerm, having_Sub_Domain_No_SubDomain, SSLfinal_State_HTTPS_Trusted, Google_Index_Indexed by Google)  (Result_Legitimate)            0.201990            0.556943  0.194754    0.964174  1.731191               1.0  0.082257   12.366841       0.529270  0.345198   0.919139    0.656929  0.580651        0.349683        0.964174       1880.581061
35127                                        (Domain_registeration_length_Domain_ShortTerm, SSLfinal_State_HTTPS_Trusted, DNSRecord_Has_DNS_Record, Statistical_report_Dont Belong to Top Phishing IPs/Domains, Request_URL_ReqURL_LowExtContent, web_traffic_High_Traffic)  (Result_Legitimate)            0.159928            0.556943  0.154138    0.963801  1.730521               1.0  0.065068   12.239462       0.502504  0.273911   0.918297    0.620280  0.516469        0.276758        0.963801       1411.827307
11906                                                                                                                                                  (Request_URL_ReqURL_LowExtContent, web_traffic_High_Traffic, SSLfinal_State_HTTPS_Trusted, DNSRecord_Has_DNS_Record)  (Result_Legitimate)            0.186160            0.556943  0.179376    0.963557  1.730083               1.0  0.075695   12.157496       0.518521  0.318196   0.917746    0.642815  0.557077        0.322072        0.963557       1694.342613
12842                                                                                                                                        (SSLfinal_State_HTTPS_Trusted, DNSRecord_Has_DNS_Record, Google_Index_Indexed by Google, Links_in_tags_between_%17_%81_Anchor)  (Result_Legitimate)            0.160380            0.556943  0.154500    0.963339  1.729692               1.0  0.065178   12.085244       0.502444  0.274510   0.917254    0.620373  0.516950        0.277408        0.963339       1413.367858
3621                                                                                                                                       (Statistical_report_Dont Belong to Top Phishing IPs/Domains, URL_of_Anchor_less_than_%31_Anchor, Google_Index_Indexed by Google)  (Result_Legitimate)            0.165265            0.556943  0.159204    0.963328  1.729672               1.0  0.067161   12.081581       0.505376  0.282776   0.917229    0.624591  0.524758        0.285854        0.963328       1464.857056
12212                                                                                                                                                           (having_IP_Address_no_IP, web_traffic_High_Traffic, SSLfinal_State_HTTPS_Trusted, DNSRecord_Has_DNS_Record)  (Result_Legitimate)            0.196924            0.556943  0.189688    0.963252  1.729536               1.0  0.080012   12.056701       0.525244  0.336219   0.917059    0.651920  0.572776        0.340588        0.963252       1813.617963
24795                                                                                              (Domain_registeration_length_Domain_ShortTerm, Prefix_Suffix_Has_PrefixSuffix, SSLfinal_State_HTTPS_Trusted, Request_URL_ReqURL_LowExtContent, web_traffic_High_Traffic)  (Result_Legitimate)            0.189145            0.556943  0.182180    0.963176  1.729398               1.0  0.076837   12.031599       0.520148  0.323067   0.916886    0.645141  0.561304        0.327107        0.963176       1724.609575
35329                            (Domain_registeration_length_Domain_ShortTerm, SSLfinal_State_HTTPS_Trusted, Statistical_report_Dont Belong to Top Phishing IPs/Domains, having_Sub_Domain_No_SubDomain, Request_URL_ReqURL_LowExtContent, Google_Index_Indexed by Google)  (Result_Legitimate)            0.156852            0.556943  0.151063    0.963091  1.729247               1.0  0.063705   12.004088       0.500166  0.268446   0.916695    0.617164  0.511102        0.271236        0.963091       1374.816464
26834                                                                          (SSLfinal_State_HTTPS_Trusted, Statistical_report_Dont Belong to Top Phishing IPs/Domains, having_Sub_Domain_No_SubDomain, Request_URL_ReqURL_LowExtContent, Google_Index_Indexed by Google)  (Result_Legitimate)            0.167255            0.556943  0.161013    0.962683  1.728513               1.0  0.067862   11.872655       0.506119  0.285898   0.915773    0.625892  0.527554        0.289102        0.962683       1481.323234
12852                                                                                                            (Statistical_report_Dont Belong to Top Phishing IPs/Domains, SSLfinal_State_HTTPS_Trusted, DNSRecord_Has_DNS_Record, Links_in_tags_between_%17_%81_Anchor)  (Result_Legitimate)            0.162280            0.556943  0.156128    0.962096  1.727460               1.0  0.065748   11.688898       0.502692  0.277269   0.914449    0.621214  0.519332        0.280331        0.962096       1424.595782
25121                                                                                                              (Prefix_Suffix_Has_PrefixSuffix, SSLfinal_State_HTTPS_Trusted, DNSRecord_Has_DNS_Record, having_Sub_Domain_No_SubDomain, Google_Index_Indexed by Google)  (Result_Legitimate)            0.159747            0.556943  0.153686    0.962061  1.727397               1.0  0.064716   11.678201       0.501152  0.272976   0.914370    0.619004  0.515245        0.275946        0.962061       1397.894507
26171                                                                                                                        (SSLfinal_State_HTTPS_Trusted, Request_URL_ReqURL_LowExtContent, SFH_Empty_or_Blank, web_traffic_High_Traffic, Google_Index_Indexed by Google)  (Result_Legitimate)            0.156852            0.556943  0.150882    0.961938  1.727176               1.0  0.063524   11.640327       0.499343  0.268038   0.914092    0.616424  0.510490        0.270911        0.961938       1367.018996
26780                                                                                        (Domain_registeration_length_Domain_ShortTerm, SSLfinal_State_HTTPS_Trusted, having_Sub_Domain_No_SubDomain, Request_URL_ReqURL_LowExtContent, Google_Index_Indexed by Google)  (Result_Legitimate)            0.174491            0.556943  0.167797    0.961638  1.726638               1.0  0.070616   11.549430       0.509794  0.297705   0.913416    0.631461  0.538261        0.301283        0.961638       1550.947234
24516                                                                                          (Domain_registeration_length_Domain_ShortTerm, URL_of_Anchor_between_%31_%67_Anchor, SSLfinal_State_HTTPS_Trusted, web_traffic_High_Traffic, Google_Index_Indexed by Google)  (Result_Legitimate)            0.162370            0.556943  0.156128    0.961560  1.726497               1.0  0.065698   11.525915       0.502361  0.277225   0.913239    0.620946  0.519187        0.280331        0.961560       1421.774527
26683                                                                                         (SSLfinal_State_HTTPS_Trusted, having_IP_Address_no_IP, Statistical_report_Dont Belong to Top Phishing IPs/Domains, web_traffic_High_Traffic, Google_Index_Indexed by Google)  (Result_Legitimate)            0.204251            0.556943  0.196382    0.961470  1.726337               1.0  0.082625   11.499123       0.528733  0.347694   0.913037    0.657039  0.582255        0.352607        0.961470       1881.803742
12254                                                                                                                                      (having_Sub_Domain_No_SubDomain, SSLfinal_State_HTTPS_Trusted, Google_Index_Indexed by Google, Request_URL_ReqURL_LowExtContent)  (Result_Legitimate)            0.185346            0.556943  0.178200    0.961445  1.726290               1.0  0.074973   11.491452       0.516444  0.315908   0.912979    0.640703  0.554639        0.319961        0.961445       1667.783872
3134                                                                                                                                                                         (SSLfinal_State_HTTPS_Trusted, DNSRecord_Has_DNS_Record, Links_in_tags_between_%17_%81_Anchor)  (Result_Legitimate)            0.173315            0.556943  0.166621    0.961378  1.726171               1.0  0.070095   11.471595       0.508880  0.295619   0.912828    0.630275  0.536299        0.299172        0.961378       1536.325594
12302                                                                                              (Domain_registeration_length_Domain_ShortTerm, Statistical_report_Dont Belong to Top Phishing IPs/Domains, SSLfinal_State_HTTPS_Trusted, having_Sub_Domain_No_SubDomain)  (Result_Legitimate)            0.203076            0.556943  0.195206    0.961247  1.725936               1.0  0.082104   11.432919       0.527784  0.345612   0.912533    0.655871  0.580442        0.350495        0.961247       1866.148623
26317                                                                                      (SSLfinal_State_HTTPS_Trusted, DNSRecord_Has_DNS_Record, Statistical_report_Dont Belong to Top Phishing IPs/Domains, Request_URL_ReqURL_LowExtContent, web_traffic_High_Traffic)  (Result_Legitimate)            0.168792            0.556943  0.162189    0.960879  1.725275               1.0  0.068181   11.325276       0.505749  0.287801   0.911702    0.626046  0.528981        0.291213        0.960879       1484.422452
2905                                                                                                                                                                 (Domain_registeration_length_Domain_ShortTerm, SSLfinal_State_HTTPS_Trusted, web_traffic_High_Traffic)  (Result_Legitimate)            0.293442            0.556943  0.281954    0.960851  1.725224               1.0  0.118524   11.317152       0.594948  0.496022   0.911639    0.733552  0.697448        0.506253        0.960851       3035.483968
